TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,UserName,Age,Gender,Email
TT00043,U00071,CR00015,2025-10-16,285.05,Bank Transfer,TC00040,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Kevin94,30,Female,Gonzalezchristine@Hotmail.Com
TT00044,U00083,CR00028,2025-12-08,0.78,PayPal,TC00042,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,James92,16,Male,Kconrad@Gmail.Com
TT00045,U00083,CR00054,2025-09-09,0.0,Bank Transfer,TC00042,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,James92,16,Male,Kconrad@Gmail.Com
TT00046,U00083,CR00044,2025-09-21,119.04,Credit Card,TC00040,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,James92,16,Male,Kconrad@Gmail.Com
TT00047,U00083,CR00040,2025-11-15,327.99,PayPal,TC00040,Leadership In Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,James92,16,Male,Kconrad@Gmail.Com
TT00048,U00085,CR00035,2025-11-11,0.0,Bank Transfer,TC00040,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,Scottluna,22,Female,Adam86@Yahoo.Com
TT00049,U00085,CR00053,2025-06-15,0.0,Credit Card,TC00040,React For Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Scottluna,22,Female,Adam86@Yahoo.Com
TT00050,U00085,CR00002,2025-03-01,0.0,Credit Card,TC00042,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Scottluna,22,Female,Adam86@Yahoo.Com
TT00051,U00109,CR00002,2025-04-26,0.0,PayPal,TC00040,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Amyschmidt,15,Female,Alicia06@Yahoo.Com
TT00052,U00109,CR00023,2025-02-11,0.0,Credit Card,TC00040,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Amyschmidt,15,Female,Alicia06@Yahoo.Com
TT00053,U00109,CR00054,2025-02-21,0.0,Credit Card,TC00040,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Amyschmidt,15,Female,Alicia06@Yahoo.Com
TT00054,U00112,CR00024,2025-10-21,117.68,PayPal,TC00042,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Williamswilliam,34,Female,Qmiller@Yahoo.Com
TT00055,U00112,CR00036,2025-04-07,0.0,PayPal,TC00040,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Williamswilliam,34,Female,Qmiller@Yahoo.Com
TT00056,U00112,CR00007,2025-02-22,0.0,PayPal,TC00040,Ui/Ux Design,Design,Free,Advanced,0.0,48.68,2.61,Williamswilliam,34,Female,Qmiller@Yahoo.Com
TT00057,U00112,CR00016,2025-06-05,0.0,Bank Transfer,TC00042,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Williamswilliam,34,Female,Qmiller@Yahoo.Com
TT00058,U00112,CR00023,2025-02-25,0.0,PayPal,TC00040,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Williamswilliam,34,Female,Qmiller@Yahoo.Com
TT00059,U00117,CR00008,2025-10-15,0.0,PayPal,TC00042,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Kristin26,19,Female,Megan10@Gmail.Com
TT00060,U00117,CR00027,2025-08-03,0.0,Credit Card,TC00042,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Kristin26,19,Female,Megan10@Gmail.Com
TT00061,U00117,CR00001,2025-11-28,472.28,PayPal,TC00040,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Kristin26,19,Female,Megan10@Gmail.Com
TT00062,U00126,CR00060,2025-07-17,0.0,PayPal,TC00042,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Zhall,23,Female,Juliecervantes@Yahoo.Com
TT00063,U00126,CR00036,2025-10-01,0.0,Credit Card,TC00042,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Zhall,23,Female,Juliecervantes@Yahoo.Com
TT00064,U00126,CR00050,2025-01-06,490.9,Bank Transfer,TC00042,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Zhall,23,Female,Juliecervantes@Yahoo.Com
TT00065,U00126,CR00028,2025-04-16,0.78,Credit Card,TC00042,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Zhall,23,Female,Juliecervantes@Yahoo.Com
TT00066,U00128,CR00027,2025-02-21,0.0,Credit Card,TC00042,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Misty15,35,Female,Thomasharris@Yahoo.Com
TT00067,U00128,CR00054,2025-12-10,0.0,PayPal,TC00042,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Misty15,35,Female,Thomasharris@Yahoo.Com
TT00068,U00128,CR00050,2025-01-03,490.9,Credit Card,TC00040,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Misty15,35,Female,Thomasharris@Yahoo.Com
TT00069,U00133,CR00052,2025-06-05,0.0,Credit Card,TC00042,Javascript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Mccarthyscott,21,Male,Raymondthomas@Gmail.Com
TT00070,U00133,CR00010,2025-07-19,0.0,PayPal,TC00042,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Mccarthyscott,21,Male,Raymondthomas@Gmail.Com
TT00071,U00133,CR00041,2025-10-10,53.86,Credit Card,TC00042,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Mccarthyscott,21,Male,Raymondthomas@Gmail.Com
TT00072,U00133,CR00055,2025-07-05,57.32,Credit Card,TC00040,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Mccarthyscott,21,Male,Raymondthomas@Gmail.Com
TT00073,U00133,CR00004,2025-03-24,0.0,Credit Card,TC00040,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Mccarthyscott,21,Male,Raymondthomas@Gmail.Com
TT00074,U00134,CR00055,2025-02-11,57.32,PayPal,TC00040,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Syoung,26,Female,Kroy@Gmail.Com
TT00075,U00134,CR00012,2025-12-29,487.92,PayPal,TC00040,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Syoung,26,Female,Kroy@Gmail.Com
TT00076,U00134,CR00030,2025-08-17,0.0,Credit Card,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Syoung,26,Female,Kroy@Gmail.Com
TT00077,U00134,CR00011,2025-10-17,326.02,Credit Card,TC00040,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,Syoung,26,Female,Kroy@Gmail.Com
TT00078,U00144,CR00032,2025-12-28,0.0,Bank Transfer,TC00040,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Rodgerspaul,24,Female,Amy66@Hotmail.Com
TT00079,U00144,CR00020,2025-10-03,0.0,Credit Card,TC00042,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Rodgerspaul,24,Female,Amy66@Hotmail.Com
TT00080,U00144,CR00042,2025-07-13,0.0,Bank Transfer,TC00040,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Rodgerspaul,24,Female,Amy66@Hotmail.Com
TT00081,U00144,CR00012,2025-03-18,487.92,Credit Card,TC00042,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Rodgerspaul,24,Female,Amy66@Hotmail.Com
TT00082,U00147,CR00007,2025-09-02,0.0,PayPal,TC00040,Ui/Ux Design,Design,Free,Advanced,0.0,48.68,2.61,Patricklaura,30,Male,Barbarapatterson@Yahoo.Com
TT00083,U00147,CR00021,2025-12-03,0.0,PayPal,TC00040,Data Analysis With Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Patricklaura,30,Male,Barbarapatterson@Yahoo.Com
TT00084,U00147,CR00044,2025-09-30,119.04,PayPal,TC00042,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Patricklaura,30,Male,Barbarapatterson@Yahoo.Com
TT00085,U00147,CR00001,2025-11-14,472.28,Credit Card,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Patricklaura,30,Male,Barbarapatterson@Yahoo.Com
TT00086,U00149,CR00021,2025-03-11,0.0,Bank Transfer,TC00040,Data Analysis With Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Jacksonanthony,17,Female,Yspencer@Gmail.Com
TT00087,U00149,CR00032,2025-02-24,0.0,Bank Transfer,TC00040,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Jacksonanthony,17,Female,Yspencer@Gmail.Com
TT00088,U00149,CR00049,2025-07-06,415.51,PayPal,TC00042,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Jacksonanthony,17,Female,Yspencer@Gmail.Com
TT00089,U00152,CR00033,2025-05-12,0.0,Credit Card,TC00040,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,Hhill,19,Female,Keith03@Outlook.Com
TT00090,U00152,CR00001,2025-11-05,472.28,Credit Card,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Hhill,19,Female,Keith03@Outlook.Com
TT00091,U00152,CR00008,2025-04-20,0.0,PayPal,TC00040,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Hhill,19,Female,Keith03@Outlook.Com
TT00092,U00161,CR00024,2025-06-27,117.68,PayPal,TC00040,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Lawrence17,25,Female,Tstone@Outlook.Com
TT00093,U00161,CR00042,2025-03-11,0.0,Bank Transfer,TC00042,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Lawrence17,25,Female,Tstone@Outlook.Com
TT00094,U00161,CR00008,2025-04-16,0.0,Credit Card,TC00042,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Lawrence17,25,Female,Tstone@Outlook.Com
TT00095,U00161,CR00054,2025-10-07,0.0,Credit Card,TC00040,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Lawrence17,25,Female,Tstone@Outlook.Com
TT00096,U00166,CR00002,2025-01-03,0.0,Bank Transfer,TC00040,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Campbellkelsey,33,Male,Hinesjoshua@Gmail.Com
TT00097,U00166,CR00004,2025-07-11,0.0,Credit Card,TC00042,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Campbellkelsey,33,Male,Hinesjoshua@Gmail.Com
TT00098,U00166,CR00020,2025-12-11,0.0,PayPal,TC00042,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Campbellkelsey,33,Male,Hinesjoshua@Gmail.Com
TT00099,U00166,CR00018,2025-10-30,0.0,Credit Card,TC00040,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,Campbellkelsey,33,Male,Hinesjoshua@Gmail.Com
TT00100,U00169,CR00013,2025-04-20,0.0,PayPal,TC00042,Finance For Startups,Business,Free,Advanced,0.0,15.84,2.0,Vasquezjohn,24,Male,Youngmaurice@Yahoo.Com
TT00101,U00169,CR00044,2025-04-29,119.04,Credit Card,TC00040,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Vasquezjohn,24,Male,Youngmaurice@Yahoo.Com
TT00102,U00169,CR00034,2025-11-24,394.26,PayPal,TC00040,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,Vasquezjohn,24,Male,Youngmaurice@Yahoo.Com
TT00103,U00169,CR00027,2025-02-15,0.0,Bank Transfer,TC00042,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Vasquezjohn,24,Male,Youngmaurice@Yahoo.Com
TT00104,U00173,CR00016,2025-04-03,0.0,Credit Card,TC00040,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Fernando38,31,Male,Patriciagarcia@Gmail.Com
TT00105,U00173,CR00029,2025-07-26,0.0,PayPal,TC00042,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,Fernando38,31,Male,Patriciagarcia@Gmail.Com
TT00106,U00173,CR00048,2025-09-13,0.0,Bank Transfer,TC00042,Ai Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Fernando38,31,Male,Patriciagarcia@Gmail.Com
TT00107,U00177,CR00021,2025-11-24,0.0,Bank Transfer,TC00042,Data Analysis With Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Torreschristine,29,Female,Adriana95@Yahoo.Com
TT00108,U00177,CR00006,2025-04-09,276.37,PayPal,TC00040,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Torreschristine,29,Female,Adriana95@Yahoo.Com
TT00109,U00177,CR00060,2025-09-30,0.0,PayPal,TC00042,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Torreschristine,29,Female,Adriana95@Yahoo.Com
TT00110,U00177,CR00002,2025-03-19,0.0,Bank Transfer,TC00042,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Torreschristine,29,Female,Adriana95@Yahoo.Com
TT00111,U00177,CR00055,2025-04-14,57.32,PayPal,TC00042,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Torreschristine,29,Female,Adriana95@Yahoo.Com
TT00112,U00178,CR00021,2025-06-24,0.0,Credit Card,TC00040,Data Analysis With Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Gonzaleslisa,20,Male,Robertspencer@Outlook.Com
TT00113,U00178,CR00048,2025-08-14,0.0,PayPal,TC00042,Ai Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Gonzaleslisa,20,Male,Robertspencer@Outlook.Com
TT00114,U00178,CR00023,2025-02-08,0.0,Credit Card,TC00042,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Gonzaleslisa,20,Male,Robertspencer@Outlook.Com
TT00115,U00178,CR00014,2025-05-16,0.0,Credit Card,TC00042,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Gonzaleslisa,20,Male,Robertspencer@Outlook.Com
TT00116,U00191,CR00043,2025-08-28,0.0,PayPal,TC00042,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Foleypaul,34,Male,Jeremycole@Gmail.Com
TT00117,U00191,CR00058,2025-06-04,0.0,PayPal,TC00040,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Foleypaul,34,Male,Jeremycole@Gmail.Com
TT00118,U00191,CR00056,2025-06-08,212.39,Credit Card,TC00040,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,Foleypaul,34,Male,Jeremycole@Gmail.Com
TT00119,U00192,CR00054,2025-05-30,0.0,PayPal,TC00042,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Nathanieldorsey,17,Male,Briannarichardson@Yahoo.Com
TT00120,U00192,CR00014,2025-11-14,0.0,Credit Card,TC00042,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Nathanieldorsey,17,Male,Briannarichardson@Yahoo.Com
TT00121,U00192,CR00060,2025-09-06,0.0,Credit Card,TC00040,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Nathanieldorsey,17,Male,Briannarichardson@Yahoo.Com
TT00122,U00192,CR00043,2025-04-21,0.0,Bank Transfer,TC00042,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Nathanieldorsey,17,Male,Briannarichardson@Yahoo.Com
TT00123,U00192,CR00004,2025-11-03,0.0,PayPal,TC00040,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Nathanieldorsey,17,Male,Briannarichardson@Yahoo.Com
TT00124,U00198,CR00041,2025-02-16,53.86,Credit Card,TC00040,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Brian71,30,Female,Lewismargaret@Hotmail.Com
TT00125,U00198,CR00016,2025-08-27,0.0,Bank Transfer,TC00040,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Brian71,30,Female,Lewismargaret@Hotmail.Com
TT00126,U00198,CR00032,2025-04-21,0.0,Credit Card,TC00040,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Brian71,30,Female,Lewismargaret@Hotmail.Com
TT00127,U00198,CR00020,2025-06-20,0.0,PayPal,TC00042,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Brian71,30,Female,Lewismargaret@Hotmail.Com
TT00128,U00208,CR00036,2025-03-24,0.0,PayPal,TC00040,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Kingrobin,18,Female,Jamesholt@Yahoo.Com
TT00129,U00208,CR00013,2025-06-18,0.0,PayPal,TC00040,Finance For Startups,Business,Free,Advanced,0.0,15.84,2.0,Kingrobin,18,Female,Jamesholt@Yahoo.Com
TT00130,U00208,CR00052,2025-08-22,0.0,PayPal,TC00042,Javascript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Kingrobin,18,Female,Jamesholt@Yahoo.Com
TT00131,U00208,CR00047,2025-10-29,89.59,Credit Card,TC00040,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Kingrobin,18,Female,Jamesholt@Yahoo.Com
TT00132,U00208,CR00025,2025-03-16,299.57,Credit Card,TC00040,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,Kingrobin,18,Female,Jamesholt@Yahoo.Com
TT00133,U00216,CR00059,2025-03-16,0.0,Bank Transfer,TC00042,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Taylorelizabeth,23,Male,Peckamy@Outlook.Com
TT00134,U00216,CR00054,2025-11-29,0.0,Bank Transfer,TC00042,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Taylorelizabeth,23,Male,Peckamy@Outlook.Com
TT00135,U00216,CR00036,2025-05-08,0.0,Bank Transfer,TC00040,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Taylorelizabeth,23,Male,Peckamy@Outlook.Com
TT00136,U00216,CR00024,2025-05-01,117.68,PayPal,TC00040,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Taylorelizabeth,23,Male,Peckamy@Outlook.Com
TT00137,U00216,CR00017,2025-12-30,0.0,Credit Card,TC00040,Seo Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,Taylorelizabeth,23,Male,Peckamy@Outlook.Com
TT00138,U00220,CR00010,2025-04-19,0.0,PayPal,TC00042,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Laura88,20,Male,Dlewis@Hotmail.Com
TT00139,U00220,CR00014,2025-04-25,0.0,Bank Transfer,TC00040,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Laura88,20,Male,Dlewis@Hotmail.Com
TT00140,U00220,CR00017,2025-04-16,0.0,PayPal,TC00042,Seo Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,Laura88,20,Male,Dlewis@Hotmail.Com
